match_id,country,opposition,runs,wickets,over,rpo,target,inns,result
4090,SOA,PAK,241,3,40.0,6.02,241,2,1
4090,PAK,SOA,240,8,50.0,4.8,,1,0
4091,NZL,IND,93,2,14.4,6.34,93,2,1
4091,IND,NZL,92,10,30.5,2.98,,1,0
4092,NZL,IND,217,10,44.1,4.91,253,2,0
4092,IND,NZL,252,10,49.5,5.05,,1,1
4093,NZL,BAN,233,2,44.3,5.23,233,2,1
4093,BAN,NZL,232,10,48.5,4.75,,1,0
4094,NZL,BAN,229,2,36.1,6.33,227,2,1
4094,BAN,NZL,226,10,49.4,4.55,,1,0
4095,NZL,BAN,330,6,50.0,6.6,,1,1
4095,BAN,NZL,242,10,47.2,5.11,331,2,0
4096,WIN,ENG,360,8,50.0,7.2,,1,0
4096,ENG,WIN,364,4,48.4,7.47,361,2,1
4097,WIN,ENG,289,6,50.0,5.78,,1,1
4097,ENG,WIN,263,10,47.4,5.51,290,2,0
4099,WIN,ENG,389,10,48.0,8.1,419,2,0
4099,ENG,WIN,418,6,50.0,8.36,,1,1
4102,IND,AUS,240,4,48.2,4.96,237,2,1
4102,AUS,IND,236,7,50.0,4.72,,1,0
4103,WIN,ENG,115,3,12.1,9.45,114,2,1
4103,ENG,WIN,113,10,28.1,4.01,,1,0
4104,SLK,SOA,231,10,47.0,4.91,,1,0
4104,SOA,SLK,232,2,38.5,5.97,232,2,1
4106,IND,AUS,250,10,48.2,5.17,,1,1
4106,AUS,IND,242,10,49.3,4.88,251,2,0
4107,SLK,SOA,138,10,32.2,4.26,252,2,0
4107,SOA,SLK,251,10,45.1,5.55,,1,1
4109,IND,AUS,281,10,48.2,5.81,314,2,0
4109,AUS,IND,313,5,50.0,6.26,,1,1
4111,IND,AUS,358,9,50.0,7.16,,1,0
4111,AUS,IND,359,6,47.5,7.5,359,2,1
4112,SLK,SOA,121,5,24.0,5.04,193,2,0
4112,SOA,SLK,331,5,50.0,6.62,,1,1
4113,IND,AUS,237,10,50.0,4.74,273,2,0
4113,AUS,IND,272,9,50.0,5.44,,1,1
4114,SLK,SOA,189,10,39.2,4.8,,1,0
4114,SOA,SLK,190,4,32.5,5.78,190,2,1
4115,SLK,SOA,225,10,49.3,4.54,,1,0
4115,SOA,SLK,135,2,28.0,4.82,95,2,1
4116,PAK,AUS,280,5,50.0,5.6,,1,0
4116,AUS,PAK,281,2,49.0,5.73,281,2,1
4117,PAK,AUS,284,7,50.0,5.68,,1,0
4117,AUS,PAK,285,2,47.5,5.95,285,2,1
4118,PAK,AUS,186,10,44.4,4.16,267,2,0
4118,AUS,PAK,266,6,50.0,5.32,,1,1
4119,PAK,AUS,271,8,50.0,5.42,278,2,0
4119,AUS,PAK,277,7,50.0,5.54,,1,1
4120,PAK,AUS,307,7,50.0,6.14,328,2,0
4120,AUS,PAK,327,7,50.0,6.54,,1,1
4129,WIN,BAN,261,9,50.0,5.22,,1,0
4129,BAN,WIN,264,2,45.0,5.86,262,2,1
4133,PAK,ENG,361,7,50.0,7.22,374,2,0
4133,ENG,PAK,373,3,50.0,7.46,,1,1
4134,WIN,BAN,247,9,50.0,4.94,,1,0
4134,BAN,WIN,248,5,47.2,5.23,248,2,1
4135,PAK,ENG,358,9,50.0,7.16,,1,0
4135,ENG,PAK,359,4,44.5,8.0,359,2,1
4137,WIN,BAN,152,1,24.0,6.33,,1,0
4137,BAN,WIN,213,5,22.5,9.32,210,2,1
4138,PAK,ENG,340,7,50.0,6.8,,1,0
4138,ENG,PAK,341,7,49.3,6.88,341,2,1
